"2018/09/06 20:09:55","USDT  BTC  ICX  USDT  ","0.02444494","Total Bitcoin Value (without using bot): 0.3993331017030433, USD Value Equivalent: 2598.3626561717856","BINANCE ACCOUNT VALUE:2625.5763179355513USD, 0.40351547244910113BTC","4","BINANCE"
"2018/09/06 20:23:55","BTC  DASH  ETH  NAS  BTC  ","0.02444494","Total Bitcoin Value (without using bot): 0.39903758636857933, USD Value Equivalent: 2592.5631601401146","BINANCE ACCOUNT VALUE:2620.8466318489627USD, 0.4033908721277632BTC","4","BINANCE"
"2018/09/06 20:27:09","ETH  NANO  BNB  BTC  WTC  ETH  ","0.02444494","Total Bitcoin Value (without using bot): 0.3985912025211702, USD Value Equivalent: 2587.8693260167984","BINANCE ACCOUNT VALUE:2617.383949578188USD, 0.40313713116564365BTC","4","BINANCE"
"2018/09/06 20:32:45","BTC  ICX  ETH  WAN  BTC  ","0.02444494","Total Bitcoin Value (without using bot): 0.3989262990393673, USD Value Equivalent: 2592.9790564944888","BINANCE ACCOUNT VALUE:2621.114405721261USD, 0.4032548842283238BTC","4","BINANCE"
"2018/09/06 20:35:36","WTC  ETH  WAN  BTC  WTC  ","0.02444494","Total Bitcoin Value (without using bot): 0.3990499698852715, USD Value Equivalent: 2595.009982664824","BINANCE ACCOUNT VALUE:2622.6029719586613USD, 0.40329310637426613BTC","4","BINANCE"
"2018/09/06 20:44:39","TRIG  BTC  GXS  ETH  TRIG  ","0.02444494","Total Bitcoin Value (without using bot): 0.3990804226299605, USD Value Equivalent: 2595.964273350838","BINANCE ACCOUNT VALUE:2626.223984979506USD, 0.4037322811433452BTC","4","BINANCE"
"2018/09/06 21:07:26","NANO  BNB  AION  ETH  NEO  BTC  NANO  ","0.02444494","Total Bitcoin Value (without using bot): 0.39774661992833105, USD Value Equivalent: 2576.3440685927753","BINANCE ACCOUNT VALUE:2607.6046295322403USD, 0.40257275421773414BTC","4","BINANCE"
"2018/09/06 21:48:19","BTC  XZC  BNB  BTC  ","0.02226098","Total Bitcoin Value (without using bot): 0.3971334592433683, USD Value Equivalent: 2576.8441349811123","BINANCE ACCOUNT VALUE:2608.6333284149696USD, 0.40203268934563324BTC","4","BINANCE"
"2018/09/06 21:56:29","BTC  PPT  ETH  MCO  BTC  ","0.02226098","Total Bitcoin Value (without using bot): 0.397628533820364, USD Value Equivalent: 2581.094291305423","BINANCE ACCOUNT VALUE:2612.3983807742106USD, 0.40245106170707673BTC","4","BINANCE"
"2018/09/06 21:58:41","ETH  VIA  BTC  ONT  ETH  ","0.02226098","Total Bitcoin Value (without using bot): 0.39754955157524846, USD Value Equivalent: 2578.2658740383586","BINANCE ACCOUNT VALUE:2610.5776032037197USD, 0.4025317815188928BTC","4","BINANCE"
"2018/09/06 22:58:18","LUN  ETH  GVT  BTC  LUN  ","0.02219409","Total Bitcoin Value (without using bot): 0.39851128409566206, USD Value Equivalent: 2594.9440849608927","BINANCE ACCOUNT VALUE:2626.0084426484564USD, 0.4032819059920736BTC","4","BINANCE"
"2018/09/07 00:30:56","RLC  BTC  MCO  ETH  RLC  ","0.01782130","Total Bitcoin Value (without using bot): 0.3937844556013619, USD Value Equivalent: 2551.733116908215","BINANCE ACCOUNT VALUE:2588.65187319665USD, 0.39948177255437284BTC","4","BINANCE"
"2018/09/07 00:31:00","RLC  BTC  ETH  RLC  ","0.01782130","Total Bitcoin Value (without using bot): 0.3937716800962659, USD Value Equivalent: 2552.429999242396","BINANCE ACCOUNT VALUE:2589.3763051172687USD, 0.39947150690523514BTC","4","BINANCE"
"2018/09/07 00:37:05","RLC  BTC  NEO  ETH  RLC  ","0.01782130","Total Bitcoin Value (without using bot): 0.39369773906899597, USD Value Equivalent: 2551.1869395201334","BINANCE ACCOUNT VALUE:2590.09821337107USD, 0.39970250504756816BTC","4","BINANCE"
"2018/09/07 00:44:29","USDT  BTC  NEO  USDT  ","0.01782130","Total Bitcoin Value (without using bot): 0.39319883476555195, USD Value Equivalent: 2547.043751902554","BINANCE ACCOUNT VALUE:2586.086372841299USD, 0.399226023363251BTC","4","BINANCE"
"2018/09/07 01:07:09","BTC  KMD  ETH  VIA  BTC  ","0.01782130","Total Bitcoin Value (without using bot): 0.3926282491841379, USD Value Equivalent: 2539.8787705710074","BINANCE ACCOUNT VALUE:2578.4671858333854USD, 0.39859345590928086BTC","4","BINANCE"
"2018/09/07 01:08:31","BTC  BNB  USDT  ETH  VIA  BTC  ","0.01782130","Total Bitcoin Value (without using bot): 0.3924779322851268, USD Value Equivalent: 2537.7662349349525","BINANCE ACCOUNT VALUE:2576.8144382690098USD, 0.39851692748217366BTC","4","BINANCE"
"2018/09/07 01:12:47","BTC  USDT  EOS  BTC  ","0.01782130","Total Bitcoin Value (without using bot): 0.39192129350143873, USD Value Equivalent: 2529.8539091582547","BINANCE ACCOUNT VALUE:2567.5131123937094USD, 0.39775540257423647BTC","4","BINANCE"
"2018/09/07 01:13:39","BNB  USDT  QTUM  BNB  ","0.01782130","Total Bitcoin Value (without using bot): 0.39194069298686113, USD Value Equivalent: 2524.6350215847774","BINANCE ACCOUNT VALUE:2561.4982621769404USD, 0.3976635812221531BTC","4","BINANCE"
"2018/09/07 01:15:06","ETH  NXS  BTC  USDT  ONT  ETH  ","0.01782130","Total Bitcoin Value (without using bot): 0.3910087450464222, USD Value Equivalent: 2518.047442005828","BINANCE ACCOUNT VALUE:2556.9564262694225USD, 0.3970506300618292BTC","4","BINANCE"
"2018/09/07 01:15:12","USDT  ICX  BTC  QTUM  USDT  ","0.01782130","Total Bitcoin Value (without using bot): 0.39099650069307523, USD Value Equivalent: 2518.3771812440423","BINANCE ACCOUNT VALUE:2556.5689431519486USD, 0.3969260514261858BTC","4","BINANCE"
"2018/09/07 01:17:57","USDT  QTUM  ETH  USDT  ","0.01782130","Total Bitcoin Value (without using bot): 0.3912653981159737, USD Value Equivalent: 2519.3539858147733","BINANCE ACCOUNT VALUE:2554.1991184432636USD, 0.39667698170726523BTC","4","BINANCE"
"2018/09/07 01:19:08","ETH  ZEC  BTC  BCD  ETH  ","0.01782130","Total Bitcoin Value (without using bot): 0.39082966297322913, USD Value Equivalent: 2513.749951201104","BINANCE ACCOUNT VALUE:2549.9051031068084USD, 0.39645094834701916BTC","4","BINANCE"
"2018/09/07 10:57:28","AION  ETH  BTC  AION  ","0.01104746","Total Bitcoin Value (without using bot): 0.3869415955141225, USD Value Equivalent: 2483.2460569113205","BINANCE ACCOUNT VALUE:2528.3866438614764USD, 0.3939754416721881BTC","4","BINANCE"
"2018/09/07 12:37:11","ETH  WTC  BTC  VIA  ETH  ","0.01104773","Total Bitcoin Value (without using bot): 0.3847444920850545, USD Value Equivalent: 2471.8987178582165","BINANCE ACCOUNT VALUE:2520.0499087014045USD, 0.3922390974790428BTC","4","BINANCE"
"2018/09/07 13:10:35","BNB  BTC  AE  BNB  ","0.01104773","Total Bitcoin Value (without using bot): 0.38498170304398827, USD Value Equivalent: 2473.8154274200597","BINANCE ACCOUNT VALUE:2520.225660954797USD, 0.3922041863977711BTC","4","BINANCE"
"2018/09/07 13:17:57","AION  BTC  BTG  ETH  AION  ","0.01104773","Total Bitcoin Value (without using bot): 0.38507826707339854, USD Value Equivalent: 2474.876843176043","BINANCE ACCOUNT VALUE:2521.9701206157006USD, 0.3924057418595773BTC","4","BINANCE"
"2018/09/07 13:46:37","ZEN  ETH  BTC  ZEN  ","0.01104773","Total Bitcoin Value (without using bot): 0.38486182882787123, USD Value Equivalent: 2477.7231352115377","BINANCE ACCOUNT VALUE:2524.475723566728USD, 0.392123853547707BTC","4","BINANCE"
"2018/09/07 13:50:04","BTC  CLOAK  ETH  BTC  ","0.01104773","Total Bitcoin Value (without using bot): 0.3849535330536813, USD Value Equivalent: 2480.869614350089","BINANCE ACCOUNT VALUE:2527.2427254977874USD, 0.39214919254007236BTC","4","BINANCE"
"2018/09/07 13:50:30","SALT  BTC  OMG  ETH  SALT  ","0.01104773","Total Bitcoin Value (without using bot): 0.38501190638233823, USD Value Equivalent: 2484.4279302183354","BINANCE ACCOUNT VALUE:2531.178297045279USD, 0.39225681280010394BTC","4","BINANCE"
"2018/09/07 14:11:17","AE  ETH  USDT  ONT  BTC  AE  ","0.01104773","Total Bitcoin Value (without using bot): 0.3857960226324496, USD Value Equivalent: 2485.965404917394","BINANCE ACCOUNT VALUE:2529.2088386290043USD, 0.3925069546099859BTC","4","BINANCE"
"2018/09/07 14:17:09","BTC  INS  ETH  STEEM  BTC  ","0.01104773","Total Bitcoin Value (without using bot): 0.38574763857828087, USD Value Equivalent: 2484.949641695621","BINANCE ACCOUNT VALUE:2529.6861481844726USD, 0.3926922468096739BTC","4","BINANCE"
"2018/09/07 14:23:17","PIVX  ETH  BTC  PIVX  ","0.01104773","Total Bitcoin Value (without using bot): 0.385887905244814, USD Value Equivalent: 2486.3973281824888","BINANCE ACCOUNT VALUE:2531.582115751964USD, 0.39290056682809454BTC","4","BINANCE"
"2018/09/07 14:57:22","BTC  MTL  ETH  XZC  BTC  ","0.01109999","Total Bitcoin Value (without using bot): 0.3863176845247541, USD Value Equivalent: 2479.883317504486","BINANCE ACCOUNT VALUE:2524.6686285542983USD, 0.3932943666707894BTC","4","BINANCE"
"2018/09/07 15:09:27","BCD  ETH  ONT  BTC  BCD  ","0.00880365","Total Bitcoin Value (without using bot): 0.3854755889473734, USD Value Equivalent: 2474.47766599604","BINANCE ACCOUNT VALUE:2521.114028070302USD, 0.3927406289127687BTC","4","BINANCE"
"2018/09/07 15:10:18","ETC  BTC  BCD  ETH  ETC  ","0.00880365","Total Bitcoin Value (without using bot): 0.38532613765859974, USD Value Equivalent: 2475.1829044944693","BINANCE ACCOUNT VALUE:2522.1003469848993USD, 0.39263004916785815BTC","4","BINANCE"
"2018/09/07 15:11:15","ETH  BTG  BTC  MTL  ETH  ","0.00880365","Total Bitcoin Value (without using bot): 0.38536516729123643, USD Value Equivalent: 2473.6570820166103","BINANCE ACCOUNT VALUE:2520.3775983236605USD, 0.39264364566784377BTC","4","BINANCE"
"2018/09/07 15:17:54","BTC  ETH  AION  BTC  ","0.00880365","Total Bitcoin Value (without using bot): 0.3849573200117112, USD Value Equivalent: 2468.215450426288","BINANCE ACCOUNT VALUE:2514.751738504631USD, 0.3922153917245504BTC","4","BINANCE"
"2018/09/07 15:18:01","ETH  AION  BTC  QTUM  ETH  ","0.00880365","Total Bitcoin Value (without using bot): 0.38496920138663787, USD Value Equivalent: 2468.5803566636905","BINANCE ACCOUNT VALUE:2515.1338072039985USD, 0.3922291006351744BTC","4","BINANCE"
"2018/09/07 15:23:46","ETH  MTL  BTC  QTUM  USDT  ETH  ","0.00880365","Total Bitcoin Value (without using bot): 0.3850657004503754, USD Value Equivalent: 2468.7794266115006","BINANCE ACCOUNT VALUE:2515.366815269126USD, 0.39233212743539964BTC","4","BINANCE"
"2018/09/07 16:38:57","HC  BTC  ARK  ETH  HC  ","0.00880370","Total Bitcoin Value (without using bot): 0.3839784958305163, USD Value Equivalent: 2463.055020107076","BINANCE ACCOUNT VALUE:2508.88569976798USD, 0.39112327956267956BTC","4","BINANCE"
"2018/09/07 16:39:07","HC  BTC  NEO  ETH  HC  ","0.00880370","Total Bitcoin Value (without using bot): 0.38400445148276763, USD Value Equivalent: 2462.495745912257","BINANCE ACCOUNT VALUE:2508.248427073015USD, 0.39113917781160207BTC","4","BINANCE"
"2018/09/07 16:56:22","DASH  BTC  XMR  ETH  DASH  ","0.00880370","Total Bitcoin Value (without using bot): 0.383979379006717, USD Value Equivalent: 2457.8616045064705","BINANCE ACCOUNT VALUE:2502.4063533880467USD, 0.39093838149172155BTC","4","BINANCE"
