9/5/18 14:26,BTC  NEO  ETH  VIA  BTC  ,0.01570151,"Total Bitcoin Value (without using bot): 0.39109842862298105, USD Value Equivalent: 2723.409996731842",1,BINANCE"2018/09/05 14:33:06","BTC  BCD  ETH  USDT  BNB  WAVES  BTC  ","0.01570388","Total Bitcoin Value (without using bot): 0.39051180596992996, USD Value Equivalent: 2711.9326672665366","1","BINANCE"
"2018/09/06 12:50:38","BTC  LUN  ETH  USDT  BNB  NANO  BTC  ","0.00655342","Total Bitcoin Value (without using bot): 0.39346316165475204, USD Value Equivalent: 2548.862230462717","BINANCE ACCOUNT VALUE:2576.8854510892743USD, 0.39778905453970104BTC","1","BINANCE"
"2018/09/06 12:53:29","BTC  ETH  STEEM  BTC  ","0.00655342","Total Bitcoin Value (without using bot): 0.3924640242941388, USD Value Equivalent: 2536.020107543623","BINANCE ACCOUNT VALUE:2567.146222327201USD, 0.3972809735889283BTC","1","BINANCE"
"2018/09/06 12:55:07","BTC  ICX  USDT  BTC  ","0.00655342","Total Bitcoin Value (without using bot): 0.3925585862262146, USD Value Equivalent: 2536.521230486548","BINANCE ACCOUNT VALUE:2566.3503008410394USD, 0.3971750103058015BTC","1","BINANCE"
"2018/09/06 12:56:13","BTC  MCO  ETH  TRIG  BTC  ","0.00655342","Total Bitcoin Value (without using bot): 0.39231593164037376, USD Value Equivalent: 2537.428828982242","BINANCE ACCOUNT VALUE:2568.4262291891337USD, 0.3971084892883744BTC","1","BINANCE"
"2018/09/06 12:56:44","BTC  ZEN  BNB  LTC  USDT  ETH  REP  BTC  ","0.00655342","Total Bitcoin Value (without using bot): 0.39234391535154717, USD Value Equivalent: 2537.786377350952","BINANCE ACCOUNT VALUE:2568.8621918321955USD, 0.3971482624924741BTC","1","BINANCE"
"2018/09/06 12:58:21","BTC  ICX  USDT  BCC  BTC  ","0.00655342","Total Bitcoin Value (without using bot): 0.3928965847465661, USD Value Equivalent: 2542.7343657823603","BINANCE ACCOUNT VALUE:2573.518887160635USD, 0.39765332751739824BTC","1","BINANCE"
"2018/09/06 13:03:03","BTC  ZEN  BNB  BTC  ","0.00655342","Total Bitcoin Value (without using bot): 0.39296032304254475, USD Value Equivalent: 2539.690779014275","BINANCE ACCOUNT VALUE:2569.872481176838USD, 0.3976302661434044BTC","1","BINANCE"
"2018/09/06 13:05:19","BTC  ZEN  ETH  BTC  ","0.00655342","Total Bitcoin Value (without using bot): 0.39300908697638137, USD Value Equivalent: 2540.453969214897","BINANCE ACCOUNT VALUE:2570.829893130355USD, 0.3977082526643814BTC","1","BINANCE"
"2018/09/06 13:05:29","BTC  ZEN  ETH  SKY  BTC  ","0.00655342","Total Bitcoin Value (without using bot): 0.3929934433089287, USD Value Equivalent: 2540.354811794896","BINANCE ACCOUNT VALUE:2570.6244282367475USD, 0.39767615957277175BTC","1","BINANCE"
"2018/09/06 13:06:04","BTC  ZEN  ETH  USDT  BTC  ","0.00655342","Total Bitcoin Value (without using bot): 0.3931550242469134, USD Value Equivalent: 2542.429355723363","BINANCE ACCOUNT VALUE:2572.2092425852898USD, 0.39776011272849277BTC","1","BINANCE"
"2018/09/06 13:06:24","BTC  ZEN  ETH  BTC  ","0.00655342","Total Bitcoin Value (without using bot): 0.3931409991627687, USD Value Equivalent: 2541.6310054223536","BINANCE ACCOUNT VALUE:2571.719365924922USD, 0.3977950847030824BTC","1","BINANCE"
"2018/09/06 13:07:04","BTC  TRIG  ETH  BTC  ","0.00655342","Total Bitcoin Value (without using bot): 0.39300514227748073, USD Value Equivalent: 2541.2871864831623","BINANCE ACCOUNT VALUE:2571.7489371579322USD, 0.39771599303123845BTC","1","BINANCE"
"2018/09/06 13:07:11","BTC  TRIG  ETH  CLOAK  BTC  ","0.00655342","Total Bitcoin Value (without using bot): 0.3930191289529802, USD Value Equivalent: 2541.5073247655655","BINANCE ACCOUNT VALUE:2571.934510936669USD, 0.39772439424532413BTC","1","BINANCE"
"2018/09/06 13:10:27","BTC  RLC  ETH  MTL  BTC  ","0.00655342","Total Bitcoin Value (without using bot): 0.3931247712834102, USD Value Equivalent: 2541.587027576663","BINANCE ACCOUNT VALUE:2572.564017407416USD, 0.39791619566122294BTC","1","BINANCE"
"2018/09/06 13:11:08","BTC  RLC  ETH  KMD  BTC  ","0.00655342","Total Bitcoin Value (without using bot): 0.393049074674504, USD Value Equivalent: 2539.898842509632","BINANCE ACCOUNT VALUE:2570.6114862424506USD, 0.3978018530127407BTC","1","BINANCE"
"2018/09/06 13:14:57","BTC  ZEN  ETH  BTC  ","0.00655342","Total Bitcoin Value (without using bot): 0.3931467437089297, USD Value Equivalent: 2537.571554470442","BINANCE ACCOUNT VALUE:2567.783590849199USD, 0.39782750382471793BTC","1","BINANCE"
"2018/09/06 13:31:19","BTC  KMD  ETH  LUN  BTC  ","0.00655342","Total Bitcoin Value (without using bot): 0.39285575484703333, USD Value Equivalent: 2532.0476610915193","BINANCE ACCOUNT VALUE:2561.3653852707016USD, 0.3974044988694286BTC","1","BINANCE"
"2018/09/06 13:35:35","BTC  ZEN  BNB  ETH  WAN  BTC  ","0.00655342","Total Bitcoin Value (without using bot): 0.392734088316946, USD Value Equivalent: 2530.248274095172","BINANCE ACCOUNT VALUE:2559.658748072307USD, 0.39729905366150686BTC","1","BINANCE"
"2018/09/06 13:37:28","BTC  ARK  ETH  GVT  BTC  ","0.00655342","Total Bitcoin Value (without using bot): 0.3926623558833874, USD Value Equivalent: 2527.9739903597037","BINANCE ACCOUNT VALUE:2556.674951693598USD, 0.3971203871512966BTC","1","BINANCE"
"2018/09/06 13:42:55","BTC  TRIG  BNB  ETH  USDT  BTC  ","0.00655342","Total Bitcoin Value (without using bot): 0.39267255518275224, USD Value Equivalent: 2530.772654790062","BINANCE ACCOUNT VALUE:2557.2226130488616USD, 0.39677650844552426BTC","1","BINANCE"
"2018/09/06 13:43:00","BTC  ZEC  ETH  LSK  BTC  ","0.00655342","Total Bitcoin Value (without using bot): 0.3928560716494914, USD Value Equivalent: 2533.314699508521","BINANCE ACCOUNT VALUE:2559.1528425802703USD, 0.3968629450899898BTC","1","BINANCE"
"2018/09/06 13:44:10","BTC  BTG  ETH  BTC  ","0.00655342","Total Bitcoin Value (without using bot): 0.3930988299123349, USD Value Equivalent: 2536.2559611470388","BINANCE ACCOUNT VALUE:2561.7132636037622USD, 0.39704450257383417BTC","1","BINANCE"
"2018/09/06 13:46:09","BTC  PIVX  ETH  USDT  NEO  BTC  ","0.00655342","Total Bitcoin Value (without using bot): 0.393066369334548, USD Value Equivalent: 2536.5064146120053","BINANCE ACCOUNT VALUE:2561.6078804014187USD, 0.39695618485639417BTC","1","BINANCE"
"2018/09/06 13:47:17","BTC  EDO  ETH  BTC  ","0.00655342","Total Bitcoin Value (without using bot): 0.3930148426331715, USD Value Equivalent: 2536.9088441229087","BINANCE ACCOUNT VALUE:2562.288346932096USD, 0.3969466044407619BTC","1","BINANCE"
"2018/09/06 13:48:59","BTC  STRAT  ETH  XMR  BTC  ","0.00655342","Total Bitcoin Value (without using bot): 0.3931197457106609, USD Value Equivalent: 2538.26215892621","BINANCE ACCOUNT VALUE:2563.279697088398USD, 0.39699439995235936BTC","1","BINANCE"
"2018/09/06 13:49:02","BTC  STRAT  ETH  XMR  BTC  ","0.00655342","Total Bitcoin Value (without using bot): 0.3931224718561686, USD Value Equivalent: 2538.2777952584424","BINANCE ACCOUNT VALUE:2563.265470852246USD, 0.39699250405427006BTC","1","BINANCE"
